0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004
0.0,134.88,3.06,135.14000000000001,10.68,137.42,20.939999999999998,138.5,27.240000000000006,137.06,42.03999999999999,139.42,48.5,138.35999999999996,59.84,141.0,69.38,141.23999999999998,61.74,141.94000000000003,84.08000000000001,140.18,76.94000000000001,143.30000000000004,89.05999999999997,144.14000000000001,88.28,144.16,100.44000000000001,144.60000000000002
0.0,0.0,124.83999999999999,0.2,0.18,125.82000000000001,1.84,7.859999999999999,126.34,15.440000000000003,14.42,127.42000000000004,26.540000000000003,24.22,128.24,43.80000000000001,45.42000000000001,130.40000000000003,50.20000000000001,52.199999999999996,130.84,61.8,62.040000000000006,131.66000000000003,67.68,61.68000000000001,133.06000000000003,76.67999999999999,74.89999999999999,134.90000000000003
0.0,0.0,0.0,115.67999999999995,0.0,0.5,0.0,118.20000000000002,0.7799999999999999,5.339999999999999,4.760000000000001,119.29999999999998,9.46,20.9,20.040000000000003,120.39999999999998,24.140000000000004,31.63999999999999,25.14,122.32000000000002,40.959999999999994,37.02000000000001,36.760000000000005,124.89999999999999,51.21999999999999,53.419999999999995,46.6,126.58,63.61999999999999,71.02000000000004
0.0,0.0,0.0,0.0,108.92,0.02,0.0,0.27999999999999997,0.32,113.74000000000004,0.32,1.1800000000000002,7.0600000000000005,6.06,113.75999999999999,9.32,8.719999999999997,16.439999999999998,17.26,115.05999999999999,28.9,25.139999999999997,29.660000000000004,31.3,115.66000000000003,33.61999999999999,47.139999999999986,47.97999999999999,51.06,120.19999999999997
0.0,0.0,0.0,0.0,0.0,106.03999999999999,0.0,0.0,0.0,0.0,0.42,107.20000000000002,0.5,0.3,3.8,6.920000000000001,5.26,109.36000000000001,6.300000000000001,9.02,13.620000000000003,15.100000000000001,14.519999999999998,111.27999999999999,25.620000000000005,20.279999999999998,26.22,28.700000000000003,30.620000000000005,113.80000000000001
0.0,0.0,0.0,0.0,0.0,0.0,101.22,0.0,0.0,0.0,0.28,0.0,0.3,103.52,1.56,1.5,2.02,1.92,2.48,5.62,106.58000000000001,6.299999999999999,8.62,10.299999999999999,11.500000000000002,17.48,16.18,108.34000000000002,22.699999999999996,23.460000000000008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.09999999999998,0.0,0.0,0.0,0.0,0.0,0.12,0.08,98.99999999999999,1.0,1.06,1.08,5.22,2.42,4.58,4.42,101.96000000000004,10.100000000000001,10.280000000000003,11.139999999999999,14.64,14.360000000000001,22.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.32,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.26,95.44000000000003,0.38,0.96,2.18,0.86,1.2000000000000002,4.300000000000001,5.38,4.120000000000001,98.24,8.04,7.279999999999999,11.660000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.13999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,90.75999999999998,1.7200000000000002,0.96,0.39999999999999997,1.82,2.68,1.62,2.5399999999999996,5.040000000000001,8.44,96.52000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.93999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,90.08,0.38,0.28,2.8200000000000003,0.44,1.2,1.7400000000000002,3.1,4.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.53999999999998,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.32,88.46000000000001,0.14,0.34,0.28,1.54,0.4,3.3600000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77999999999996,0.3,0.02,0.8800000000000001,0.6200000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.36000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,83.94,0.66,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.97999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.6,83.54000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
